0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,3,4,4,4,5
1,1,1,2,2,2,2,2,3,3,3,4,4,4,5,6,6,6,6,7
1,2,2,2,2,2,2,3,3,3,4,4,4,4,5,6,6,6,6,9
1,3,3,3,3,4,4,5,5,5,5,5,6,6,7,9,9,10,11,12
2,3,3,4,4,4,4,5,5,5,6,6,6,6,7,10,10,11,11,12
3,3,3,5,5,5,5,6,6,6,6,6,6,7,10,11,12,12,12,13
3,3,3,5,5,6,6,6,6,6,6,6,7,10,11,12,12,12,12,13
3,3,4,6,6,7,7,7,7,7,7,8,10,11,12,12,12,12,13,14
3,4,4,6,6,7,7,8,8,8,9,10,10,12,12,12,12,13,13,14
3,4,4,6,6,7,7,8,9,9,9,10,11,12,12,12,12,13,13,14
3,4,5,6,7,7,7,8,10,10,10,10,11,12,12,12,13,13,13,14
3,5,5,6,7,7,7,9,11,11,11,11,11,12,12,13,13,13,13,14
3,5,5,7,7,7,8,11,11,12,12,12,12,12,12,13,13,13,13,14
3,5,5,7,7,8,11,12,13,13,13,13,13,13,13,14,14,14,14,17
3,6,6,8,8,11,12,13,13,13,13,13,13,14,14,14,14,14,15,18
4,7,7,10,11,12,13,13,13,13,13,14,14,15,15,15,15,16,17,18
5,7,7,10,11,13,13,13,13,13,14,14,14,15,15,16,16,16,17,18
5,7,7,11,12,13,13,13,14,14,14,14,14,15,15,17,17,17,17,18
5,7,7,12,12,13,13,14,14,14,14,14,14,15,16,18,18,18,18,18
6,8,10,13,13,14,14,15,15,15,15,15,15,18,19,19,19,19,19,19
